timestamp_s,Fx1,Fy1,Fz1,Tx1,Ty1,Tz1,Fx2,Fy2,Fz2,Tx2,Ty2,Tz2,Fx3,Fy3,Fz3,Tx3,Ty3,Tz3
1763583249.1660373,4.708953312793085e-05,-0.0024075086347323804,0.002685403000481368,-0.04251256708892015,0.039011309435344366,0.036593642666115755,-0.012116137339722721,-0.0059704035164154234,0.001603992330608095,-0.08475607281725672,-0.0647166524971503,0.003985030278435886,-0.003766731240154697,0.0033811757715879742,-0.0009205188005001474,-0.021573194883800717,0.014686657381347334,0.0783719706042234
1763583249.1884022,-0.0057093199035449516,0.003712024221760757,-0.0018876255318042157,-0.007050541776806085,0.060623491606081714,-0.007958553593418571,0.005356503803867874,0.004514327897555681,0.0023526180910319328,0.008769387258201533,-0.1694541338845248,0.013471602886262701,-0.0029599779133512305,0.0021103602371452257,-0.001655044226381297,-0.028074039141870344,0.012367897208028555,0.054277316037726564
1763583249.210271,-0.004612077010427873,-0.0022125285358742808,-0.0018763592877137913,-0.06434359789979993,-0.0072804061097127,-0.023307537004225054,0.0008394193886174239,-0.0004386395365765239,-0.0029142784222220275,-0.009048840542892123,-0.08519710736348429,0.0525305758017538,-0.0007244452341653718,-0.0009008116999181248,-0.0026094743859351732,-0.04447045739237332,0.009343307036605797,0.020471079626098287
1763583249.2325778,-0.004208464020068692,0.0002590613053872204,-0.004677804698933419,-0.09768768981184905,-0.05329411426385633,0.02987919342055889,-0.0011183868694908394,0.0007384623133486201,-0.0005986994701585036,-0.06869974629688969,-0.016179910297047684,-0.01554550264033594,-0.0015548440068967606,-0.001830854593581066,-0.002909591939333156,-0.05139805631820327,0.010837355942717952,0.03415576639161344
1763583249.2547324,0.002262133921083098,0.0065994033590217605,0.004117429826563046,0.03344497744986796,0.0059622985607949985,0.027573686902641725,-0.0035614513756907495,-0.0030845901473144366,-0.010296440765581893,0.04442847033625341,-0.03419347610183365,0.04233084155750788,-0.003176510942206945,0.0006104344064083445,-0.0019502331655801841,-0.03585375579211991,0.021107711858891154,0.06485751511008431
1763583249.2766654,0.0001339274548601832,-0.0010991974402512206,0.007307790296087302,0.015174662048071497,0.08885970999712534,0.10063357619265645,-0.012073939376779252,0.004262537380735232,-0.005749042059370046,-0.020839927757997145,-0.11328064912387603,-0.014542280378911698,-0.0029747185707095225,0.0039260588957460985,-0.0011964169285029191,-0.01781163386043083,0.006146835174183796,0.07758909883582277
1763583249.298687,-0.002641522673322516,-0.00470530732044816,0.007549207140362113,0.0762025807960427,0.10429538691296614,0.056342494096178086,-0.005676727724775343,0.0031811083274453367,0.0043884643769119824,0.02646331992188422,-0.11930833768517246,0.053159533437444395,-0.002858148916737302,0.0017569874742712766,-0.0016715495194078445,-0.030237944659180727,0.009762808825069857,0.06016943817929388
1763583249.3209662,-0.004583545830748714,0.0016417775000308055,0.006791989320399261,0.000832554707084654,0.03119732915533735,0.006826910888079851,-0.003461611701560674,0.002024392264753594,-0.0004886376578229767,0.03486269351383342,-0.026425696700638213,0.03317724946368372,-0.0019322687587152165,-0.0008503066256551617,-0.002149086830350755,-0.04532294633846945,0.01619898135609299,0.03735714675315904
1763583249.3432508,-0.002333861934428083,0.0029561307795540337,-0.0033245943568240843,0.0034645481594139937,-0.0012597288446212218,0.011538660343092033,0.003046053954704586,-0.004325985246953046,0.007329857904161297,0.06519919317939227,0.007404707850422909,0.05114399364717315,-0.001467898731008499,-0.0017550535616191465,-0.0028560661290170097,-0.054594920849986295,0.015813420506113562,0.03414179754675928
1763583249.3653855,-0.0023318305241196713,0.00038292441567655544,-0.007081403814675147,-0.032844887110979215,0.011578637894616328,0.0016112061293043212,0.01387610573131881,0.0075732542684536774,-0.004990714802713014,0.04059784433285074,-0.1469352747134849,0.08194597407974413,-0.0011357239972061839,0.0008167033142682523,-0.0024340114203424967,-0.039591758414545986,0.002425160376422486,0.06110578136833311
1763583249.3876028,-0.0022735716138236883,-0.0022606068525381495,0.003779803581215657,0.007139709595634258,0.055891136121815066,0.06561156030497983,-0.005666781672378773,-0.004517623439385776,0.009277260582333413,-0.03503606707658591,-0.07905719738744921,0.052418477417091935,-0.003807995310947887,0.002074220134177407,-0.0013930140500845178,-0.02940594268042851,0.016601878963703687,0.07898812027768543
1763583249.4102752,-0.0011366180208636223,-0.009477437327775284,0.006191939538210733,-0.05748004161462461,0.0924553962983854,0.06094571289350981,-0.016456551083348536,-0.0035220650364871098,-0.0033701895902471524,-0.04136962465917904,-0.054667590302511115,-0.015258865064886606,-0.002234288611562163,0.0033563746026991637,-0.0008300673580498019,-0.018872421795167682,0.009733132672901323,0.0529668421930225
1763583249.433402,-0.0014529511571071962,0.0010723635533009812,0.005208370101182358,0.09050958076118576,0.07855032269980633,0.041951092017882274,-0.007861260398503989,-0.005863326387261836,-0.0005103008818023169,0.012950708191908689,-0.049437588331890936,0.032506858449352194,-0.0025826897984745356,-0.0006303345166803198,-0.002002459377232424,-0.04394316617626437,0.015859310037039,0.03381333153696886
1763583249.4565635,0.0011491096188389616,-0.005738918027482054,0.002768479424833714,-0.08412429547040645,-0.028456119663454515,0.01652891473725404,0.005142913330201226,-0.0003034294856414377,-0.012436430036579349,0.09022499044838739,-0.021091251231258212,0.05165691622249824,-0.001528178633973698,-0.0018120959629775446,-0.0026727920163750474,-0.052469791601413185,0.00912106724969286,0.031574758951755655
1763583249.479706,-1.580941939638425e-05,0.0014397137756740896,0.005476594120696232,-0.020234835975365684,-0.024851243138147794,0.007125888195822938,0.007255900797693338,0.003652936648075311,0.004883868708199013,0.12704927505832941,-0.025571685453051884,0.11053543768004204,-0.002144547608048497,0.0016957411829469637,-0.001957506074044213,-0.0327851290434964,0.008147164378455418,0.06376448289023529
1763583249.503232,0.002139809064627407,-0.0037157363847213354,0.0002370060980673161,-0.03585690254644902,0.018074995454872678,0.01719811079889766,0.0007748082524481337,-0.00036482444317709195,-0.012633189085575869,0.07552587344672901,-0.019265141434882338,0.05205268138188757,-0.0030017078340803804,0.002690630474546152,-0.0016019299278737797,-0.029283564128913753,0.01066138453765797,0.07240128475265095
1763583249.5265324,0.002169314286711743,0.00020441534263992978,0.0036905497088258743,0.05138047732553375,0.003780345889357939,0.07591237201787848,-0.005512835466065846,-0.0021174437387774248,0.009288710657510468,-0.07464954114266575,-0.12893090958789344,0.003933976666992578,-0.0032432702231418586,0.0015356719605711944,-0.0016634648388952344,-0.03075507803406463,0.015589539218167747,0.05617233757027407
1763583249.5499995,0.002440244930610347,-0.005169650408318294,0.009843435787647237,-0.044645845137626594,0.046124245896051796,0.08591756881841661,-0.0034947161421274853,0.007134835541091178,0.0019928768906140037,0.06546801685041359,-0.09130883673051571,0.05332489132081264,-0.0020782719839370634,-0.00013032613455360442,-0.0022206248338104695,-0.04486136903960336,0.014197959395638282,0.03147851468147422
1763583249.5733814,0.0009680189194837263,-0.0003833983334131652,-0.0021547226270168807,-0.008749039983541707,0.030234945023675408,0.007452517134289849,-0.0013370897296185458,0.0008457539379707057,0.009356742940758667,0.012507864398322965,-0.03123889434968774,0.07218739751854031,-0.001698215430231076,-0.001986928656688536,-0.0028580379332930894,-0.0552006333049766,0.011623228820477838,0.036600917602861216
1763583249.5969396,-0.0034501767167359754,-0.0002831976331236774,-0.003226088128852056,-0.044837284983081815,0.005956367088226777,-0.00829588153973404,-0.0013444690458921382,-0.006976912531472035,-0.0001892043932429921,0.06253085333154829,0.009285705486785645,0.0413544594813402,-0.003222562011480856,0.0016429153420120524,-0.0024529022923440724,-0.0350429323434458,0.015163318887568611,0.06765011165911261
1763583249.620578,-0.00015351688714382306,0.00033682573929638693,-0.004704591730286256,0.002610801922568129,0.017108859916749708,0.016811692156945668,0.0009901897099542367,-0.010955481142899348,-0.002507195406101448,0.01202486517449941,0.011266221224481399,-0.017922657254985097,-0.0023152117644998915,0.001978780099460564,-0.0016819513919533735,-0.029696143914795137,0.007313758064052767,0.06698648771674698
1763583249.643887,0.0033571956344848886,0.002069331304185962,0.0026299703159217147,0.020878830061178633,0.030561033546577576,0.04718487897035217,-0.005574405920388381,-0.007193316524271687,-0.007790051100644901,-0.00737106357575712,-0.03874926288192171,-0.016718119098960926,-0.002848996558636574,0.0008831638027070876,-0.0017501036373109846,-0.03829048301521798,0.017845872735968715,0.05133225704044975
1763583249.6671169,0.002232558167532761,-0.0024542227800985472,0.006227511084933135,0.006977298727242953,0.03573982533696718,0.06638041811307716,-0.009910950248921191,0.01075195431307252,-0.0029053766861174,0.14556855237517752,-0.019635339693408582,-0.005174573404893579,-0.002158421842009761,-0.0012061371485799222,-0.002300035016122526,-0.04957863758575254,0.02024125205374583,0.03574456092888312
1763583249.6907096,-0.002260113221329907,-0.0022596692552250275,0.0013573977868098774,-0.013792733774156574,0.06083459864878016,0.05094054609830323,-0.005593514052575799,0.003169930842577884,0.004451830169366733,0.04191278461231107,-0.04625713285396671,0.02355753033944552,-0.0017846020174777655,0.00047024193541095327,-0.0023349150694490506,-0.0414273080662273,0.012153399227108341,0.04776621246905677
1763583249.7133842,-0.004525597615759103,0.0029722140953984955,0.0017412093629053382,-0.004442899888317697,0.04009830476523035,0.011657584759628747,0.0008131127809516414,-0.00044345510948140543,-0.005205630325974431,0.06088274048501674,-0.04412110862429586,0.05205490996416984,-0.003798402916789345,0.0013300866662053212,-0.002098050307068333,-0.035751774827502025,0.014930017198539591,0.06900426824608275
